ID,MEMBER_ID,LOAN_AMNT,FUNDED_AMNT,FUNDED_AMNT_INV,TERM,INT_RATE,INSTALLMENT,GRADE,SUB_GRADE,EMP_TITLE,EMP_LENGTH,HOME_OWNERSHIP,ANNUAL_INC,VERIFICATION_STATUS,ISSUE_D,LOAN_STATUS,PYMNT_PLAN,PURPOSE,TITLE,ZIP_CODE,ADDR_STATE,DTI,DELINQ_2YRS,EARLIEST_CR_LINE,INQ_LAST_6MTHS,MTHS_SINCE_LAST_DELINQ,MTHS_SINCE_LAST_RECORD,OPEN_ACC,PUB_REC,REVOL_BAL,REVOL_UTIL,TOTAL_ACC,INITIAL_LIST_STATUS,OUT_PRNCP,OUT_PRNCP_INV,TOTAL_PYMNT,TOTAL_PYMNT_INV,TOTAL_REC_PRNCP,TOTAL_REC_INT,TOTAL_REC_LATE_FEE,RECOVERIES,COLLECTION_RECOVERY_FEE,LAST_PYMNT_D,LAST_PYMNT_AMNT,NEXT_PYMNT_D,LAST_CREDIT_PULL_D,COLLECTIONS_12_MTHS_EX_MED,MTHS_SINCE_LAST_MAJOR_DEROG,POLICY_CODE,APPLICATION_TYPE,ANNUAL_INC_JOINT,DTI_JOINT,VERIFICATION_STATUS_JOINT,ACC_NOW_DELINQ,TOT_COLL_AMT,TOT_CUR_BAL,OPEN_ACC_6M,OPEN_IL_6M,OPEN_IL_12M,OPEN_IL_24M,MTHS_SINCE_RCNT_IL,TOTAL_BAL_IL,IL_UTIL,OPEN_RV_12M,OPEN_RV_24M,MAX_BAL_BC,ALL_UTIL,TOTAL_REV_HI_LIM,INQ_FI,TOTAL_CU_TL,INQ_LAST_12M
13076177,15178379,21000,21000,21000.00,36 months,8.90,666.82,A,A5,PROJECT MANAGER,10+ years,RENT,110000.00,Source Verified,Mar-14,Fully Paid,n,debt_consolidation,Debt consolidation,852xx,AZ,20.04,0,Sep-95,0,,,13,0,16311,44.10,26,f,0.00,0.00,23165.04,23165.04,21000.00,2165.04,0.00,0.00,0.00,Aug-15,12495.92,,Jan-16,0,,1,INDIVIDUAL,,,,0,0,86150,,,,,,,,,,,,37000,,,
13066216,15098411,12000,12000,12000.00,36 months,10.99,392.81,B,B2,Nursing Dept Lecturer,5 years,MORTGAGE,143774.00,Not Verified,Mar-14,Fully Paid,n,debt_consolidation,Debt consolidation,954xx,CA,14.16,4,Mar-93,0,15,,10,0,40576,92.40,37,f,0.00,0.00,13639.26,13639.26,12000.00,1639.26,0.00,0.00,0.00,Oct-15,6937.48,,Jan-16,0,23,1,INDIVIDUAL,,,,0,7251,758524,,,,,,,,,,,,43907,,,
13056243,15088444,9000,9000,9000.00,36 months,8.90,285.78,A,A5,Mechanic,10+ years,RENT,100000.00,Source Verified,Mar-14,Current,n,credit_card,Credit card refinancing,953xx,CA,3.70,0,Oct-00,0,39,,10,0,7961,30.20,19,f,4042.66,4042.66,6001.38,6001.38,4957.34,1044.04,0.00,0.00,0.00,Dec-15,285.78,Feb-16,Jan-16,1,,1,INDIVIDUAL,,,,0,4159,7961,,,,,,,,,,,,26400,,,
12387213,14399328,33000,33000,32950.00,60 months,18.92,854.59,D,D4,Driver,3 years,MORTGAGE,89000.00,Verified,Mar-14,Current,n,debt_consolidation,Debt consolidation,933xx,CA,31.97,0,Nov-90,4,45,,23,0,21223,29.40,56,f,24754.27,24716.77,17946.39,17919.20,8245.73,9700.66,0.00,0.00,0.00,Dec-15,854.59,Jan-16,Jan-16,0,45,1,INDIVIDUAL,,,,0,0,291460,,,,,,,,,,,,72200,,,
13007839,15040022,28000,28000,28000.00,36 months,12.49,936.57,B,B4,Owner,6 years,MORTGAGE,130000.00,Not Verified,Mar-14,Fully Paid,n,debt_consolidation,Debt consolidation,928xx,CA,13.21,0,Oct-05,0,,,6,0,15329,82.40,12,w,0.00,0.00,32439.31,32439.31,28000.00,4439.31,0.00,0.00,0.00,Oct-15,15581.05,,Nov-15,0,,1,INDIVIDUAL,,,,0,0,482964,,,,,,,,,,,,18600,,,
13066090,15098287,10000,10000,10000.00,36 months,8.90,317.54,A,A5,Selector,8 years,RENT,65000.00,Source Verified,Mar-14,Current,n,credit_card,Credit card refinancing,953xx,CA,23.95,0,Sep-98,0,26,,6,0,2352,60.30,25,w,4491.69,4491.69,6668.34,6668.34,5508.31,1160.03,0.00,0.00,0.00,Dec-15,317.54,Feb-16,Jan-16,0,,1,INDIVIDUAL,,,,0,0,55178,,,,,,,,,,,,3900,,,
13056228,15088428,11500,11500,11500.00,60 months,12.99,261.61,B,B5,Office Manager,10+ years,MORTGAGE,54600.00,Verified,Apr-14,Fully Paid,n,debt_consolidation,Debt consolidation,950xx,CA,7.47,0,May-84,0,31,,22,0,6493,50.70,39,w,0.00,0.00,13557.11,13557.11,11500.00,2057.11,0.00,0.00,0.00,Oct-15,9109.74,,Jan-16,0,72,1,INDIVIDUAL,,,,0,0,63955,,,,,,,,,,,,12800,,,
12948317,14980495,9000,9000,9000.00,36 months,11.99,298.89,B,B3,Clinic Mgr./ Consultant,3 years,RENT,78000.00,Not Verified,Mar-14,Current,n,credit_card,Credit card refinancing,921xx,CA,17.32,0,Jun-97,0,39,,13,0,13836,74.00,15,w,4144.24,4144.24,6276.69,6276.69,4855.76,1420.93,0.00,0.00,0.00,Dec-15,298.89,Feb-16,Jan-16,0,,1,INDIVIDUAL,,,,0,0,28006,,,,,,,,,,,,18700,,,
12948335,14980513,23550,23550,23550.00,36 months,14.16,806.72,C,C2,Operations Analyst,10+ years,RENT,67000.00,Source Verified,Mar-14,Current,n,debt_consolidation,Debt consolidation,945xx,CA,29.88,0,Jan-04,0,,,8,0,30087,87.00,14,w,11030.78,11030.78,16941.12,16941.12,12519.22,4421.90,0.00,0.00,0.00,Jan-16,806.72,Jan-16,Jan-16,0,,1,INDIVIDUAL,,,,0,0,262738,,,,,,,,,,,,34600,,,
12948402,14980580,12000,12000,11875.00,36 months,9.67,385.35,B,B1,EQUIPMENT OPERATOR,3 years,MORTGAGE,98000.00,Not Verified,Mar-14,Current,n,vacation,Vacation,922xx,CA,17.00,1,Aug-95,1,14,,14,0,11532,30.00,22,f,5424.02,5367.52,8092.35,8008.05,6575.98,1516.37,0.00,0.00,0.00,Dec-15,385.35,Feb-16,Jan-16,0,14,1,INDIVIDUAL,,,,0,0,250358,,,,,,,,,,,,38500,,,
12918505,14950693,8000,8000,8000.00,36 months,17.57,287.50,D,D2,Facility Manager,6 years,RENT,64000.00,Source Verified,Mar-14,Late (31-120 days),n,vacation,Vacation,891xx,NV,26.25,0,Sep-95,1,,,14,0,13710,51.00,22,w,4074.37,4074.37,5750.00,5750.00,3925.63,1824.37,0.00,0.00,0.00,Dec-15,287.50,Jan-16,Jan-16,0,,1,INDIVIDUAL,,,,0,0,335458,,,,,,,,,,,,26900,,,
12948311,14980489,10000,10000,10000.00,36 months,12.49,334.49,B,B4,Project Manager,5 years,MORTGAGE,110000.00,Source Verified,Mar-14,Current,n,debt_consolidation,Debt consolidation,949xx,CA,13.00,2,Jun-95,0,18,,9,0,18190,77.40,18,f,4623.04,4623.04,7024.29,7024.29,5376.96,1647.33,0.00,0.00,0.00,Dec-15,334.49,Feb-16,Jan-16,0,18,1,INDIVIDUAL,,,,0,440,425763,,,,,,,,,,,,23500,,,
12918445,14950633,7800,7800,7800.00,36 months,12.99,262.78,B,B5,Auto Technician,2 years,RENT,80000.00,Source Verified,Mar-14,Current,n,debt_consolidation,Debt consolidation,958xx,CA,10.38,0,Nov-88,1,38,82,5,2,4990,57.40,14,w,3620.13,3620.13,5518.38,5518.38,4179.87,1338.51,0.00,0.00,0.00,Dec-15,262.78,Feb-16,Jan-16,0,38,1,INDIVIDUAL,,,,0,0,26755,,,,,,,,,,,,8700,,,
12958448,14990629,35000,35000,35000.00,36 months,13.65,1190.28,C,C1,owner,10+ years,MORTGAGE,198425.64,Source Verified,Mar-14,Current,n,debt_consolidation,Debt consolidation,995xx,AK,11.29,0,May-97,0,,,17,0,40110,54.20,25,f,16328.91,16328.91,24995.88,24995.88,18671.09,6324.79,0.00,0.00,0.00,Dec-15,1190.28,Jan-16,Jan-16,0,,1,INDIVIDUAL,,,,0,0,289010,,,,,,,,,,,,74000,,,
12948235,14980411,18000,18000,17900.00,36 months,12.99,606.41,B,B5,Research Technician,10+ years,RENT,59424.00,Not Verified,Mar-14,Current,n,debt_consolidation,Debt consolidation,911xx,CA,18.96,0,Feb-04,0,,,9,0,17403,83.30,17,f,8354.28,8307.86,12734.61,12663.86,9645.72,3088.89,0.00,0.00,0.00,Jan-16,606.41,Feb-16,Jan-16,0,,1,INDIVIDUAL,,,,0,0,45682,,,,,,,,,,,,20900,,,
12918547,14950737,22250,22250,22250.00,36 months,17.57,799.60,D,D2,ELIGIBILITY WORKER III,10+ years,RENT,51696.00,Verified,Mar-14,Current,n,debt_consolidation,Debt consolidation,917xx,CA,16.69,0,Nov-96,2,,,9,0,12690,87.00,15,w,10698.37,10698.37,16819.25,16819.25,11551.63,5267.62,0.00,0.00,0.00,Jan-16,827.25,Feb-16,Jan-16,0,,1,INDIVIDUAL,,,,0,0,47212,,,,,,,,,,,,14600,,,
12938419,14970608,10000,10000,10000.00,36 months,11.99,332.10,B,B3,Security Supervisor,6 years,OWN,48000.00,Not Verified,Mar-14,Fully Paid,n,other,Other,948xx,CA,25.43,0,Feb-03,0,76,,6,0,9945,63.70,13,w,0.00,0.00,11172.27,11172.27,10000.00,1172.27,0.00,0.00,0.00,Apr-15,7187.07,,Jan-16,0,,1,INDIVIDUAL,,,,0,0,32957,,,,,,,,,,,,15600,,,
12666098,14668248,15000,15000,15000.00,36 months,7.90,469.36,A,A4,Sales Representative,2 years,RENT,90000.00,Not Verified,Mar-14,Current,n,debt_consolidation,Debt consolidation,850xx,AZ,13.73,0,May-01,0,,,17,0,15416,78.30,24,w,6682.81,6682.81,9856.56,9856.56,8317.19,1539.37,0.00,0.00,0.00,Dec-15,469.36,Feb-16,Jan-16,0,,1,INDIVIDUAL,,,,0,0,38435,,,,,,,,,,,,19700,,,
12938459,14970648,1500,1500,1500.00,36 months,17.57,53.91,D,D2,Verification Examiner 2,8 years,RENT,31000.00,Not Verified,Mar-14,Charged Off,n,moving,Moving and relocation,921xx,CA,23.54,0,Aug-02,0,80,,6,0,8468,94.10,15,w,0.00,0.00,269.55,269.55,164.48,105.07,0.00,0.00,0.00,Sep-14,53.91,,Jan-16,0,80,1,INDIVIDUAL,,,,0,0,41714,,,,,,,,,,,,9000,,,
12908294,14940465,4075,4075,4075.00,36 months,18.92,149.21,D,D4,Maintenance,3 years,MORTGAGE,50000.00,Not Verified,Mar-14,Charged Off,n,debt_consolidation,Debt consolidation,853xx,AZ,22.30,1,Oct-10,2,6,,10,0,2923,45.00,16,f,0.00,0.00,2463.82,2463.82,1215.26,724.47,0.00,524.09,94.34,Apr-15,149.21,,Sep-15,0,,1,INDIVIDUAL,,,,0,0,194153,,,,,,,,,,,,6500,,,
12958488,14990668,15000,15000,15000.00,36 months,10.99,491.01,B,B2,profesional/owner,10+ years,MORTGAGE,133000.00,Source Verified,Apr-14,Current,n,credit_card,Credit card refinancing,916xx,CA,16.18,0,Mar-66,2,,63,9,1,11293,53.00,34,w,6852.41,6852.41,10311.21,10311.21,8147.59,2163.62,0.00,0.00,0.00,Jan-16,491.01,Feb-16,Jan-16,0,,1,INDIVIDUAL,,,,0,0,32017,,,,,,,,,,,,21300,,,
12928400,14960588,14700,14700,14700.00,36 months,13.65,499.92,C,C1,Register dental assistant,8 years,MORTGAGE,35000.00,Source Verified,Mar-14,Current,n,debt_consolidation,Debt consolidation,953xx,CA,13.55,0,May-94,0,58,,6,0,16640,70.20,20,w,6858.08,6858.08,10498.32,10498.32,7841.92,2656.40,0.00,0.00,0.00,Dec-15,499.92,Feb-16,Jan-16,0,58,1,INDIVIDUAL,,,,0,0,16640,,,,,,,,,,,,23700,,,
12957070,14989257,16500,16500,16500.00,36 months,9.67,529.86,B,B1,Associate Attorney,4 years,RENT,83000.00,Source Verified,Mar-14,Current,n,credit_card,Credit card refinancing,913xx,CA,34.31,2,May-99,0,11,,15,0,16478,25.00,30,w,7457.95,7457.95,11127.06,11127.06,9042.05,2085.01,0.00,0.00,0.00,Dec-15,529.86,Feb-16,Jan-16,0,11,1,INDIVIDUAL,,,,0,0,252005,,,,,,,,,,,,65800,,,
12928398,14960586,14900,14900,14775.00,36 months,12.99,501.97,B,B5,front desk agent,< 1 year,RENT,35500.00,Not Verified,Mar-14,Late (31-120 days),n,debt_consolidation,Debt consolidation,967xx,HI,10.99,0,May-07,0,,,7,0,3343,71.10,8,f,7138.83,7078.94,10033.49,9949.32,7761.17,2272.32,0.00,0.00,0.00,Sep-15,501.97,Jan-16,Jan-16,0,,1,INDIVIDUAL,,,,0,0,23075,,,,,,,,,,,,4700,,,
882555,1097781,7000,7000,6750.00,36 months,8.90,222.28,A,A5,Taylormade Golf Company,4 years,MORTGAGE,100000.00,Not Verified,Sep-11,Fully Paid,n,debt_consolidation,Debt consolidation,920xx,CA,12.16,1,Nov-84,0,18,,8,0,24776,76.00,21,f,0.00,0.00,8000.57,7714.83,7000.00,1000.57,0.00,0.00,0.00,Oct-14,228.89,,Jan-16,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
880452,1095519,35000,35000,34539.33,60 months,13.49,805.17,C,C1,OfficeMax,10+ years,RENT,62000.00,Verified,Sep-11,Fully Paid,n,debt_consolidation,jchloan,941xx,CA,18.70,0,Oct-65,1,,,8,0,34511,49.20,16,f,0.00,0.00,47589.60,46762.60,35000.00,12589.60,0.00,0.00,0.00,Sep-15,10594.41,,Sep-15,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
882465,1097645,4200,4200,3925.00,36 months,8.90,133.37,A,A5,chase,4 years,RENT,31200.00,Not Verified,Sep-11,Fully Paid,n,debt_consolidation,Debt Consolidation loan,951xx,CA,13.04,0,Oct-04,0,,,7,0,5393,70.00,15,f,0.00,0.00,4798.65,4484.35,4200.00,598.65,0.00,0.00,0.00,Oct-14,146.94,,Jan-16,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
882431,1097601,12000,12000,12000.00,60 months,16.77,296.75,D,D2,,10+ years,MORTGAGE,73000.00,Source Verified,Sep-11,Charged Off,n,medical,Wrist repair,980xx,WA,10.88,0,Aug-98,1,,,11,0,13655,45.20,28,f,0.00,0.00,2076.28,2076.28,936.88,1128.82,0.00,10.58,0.00,May-12,296.75,,Jan-16,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
882355,1097577,1000,1000,1000.00,36 months,15.27,34.80,C,C4,arc-Fresno,10+ years,MORTGAGE,32352.00,Source Verified,Sep-11,Charged Off,n,other,personal home improvements,937xx,CA,10.42,1,Dec-00,3,5,117,6,1,770,10.80,18,f,0.00,0.00,1072.26,1072.26,799.10,244.90,0.00,28.26,0.28,Apr-14,34.80,,Aug-14,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
882365,1081056,35000,35000,33514.50,60 months,11.49,769.57,B,B4,Alta Regional Center,5 years,MORTGAGE,66000.00,Verified,Sep-11,Charged Off,n,small_business,Small Business Loan,956xx,CA,15.05,0,Aug-92,0,,,9,0,0,4.40,31,f,0.00,0.00,18209.55,15800.09,10123.13,6577.32,38.48,1470.62,14.71,Sep-13,602.15,,Dec-13,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
882246,1097471,13600,13600,13575.00,36 months,12.42,454.45,B,B4,Cartefusion,10+ years,MORTGAGE,91000.00,Source Verified,Sep-11,Charged Off,n,debt_consolidation,13K in 26 mnts,921xx,CA,12.46,1,Mar-00,0,15,,3,0,1385,81.50,17,f,0.00,0.00,1200.83,1198.63,313.26,140.57,0.00,747.00,134.46,Nov-11,454.45,,Mar-12,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
882247,1097472,4000,4000,4000.00,36 months,19.03,146.69,E,E2,target,6 years,RENT,19200.00,Verified,Sep-11,Fully Paid,n,other,Personal Loan,903xx,CA,10.56,0,Mar-07,0,,,2,0,299,99.70,3,f,0.00,0.00,5197.75,5197.75,4000.00,1197.75,0.00,0.00,0.00,Jan-14,1251.31,,Feb-14,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
882293,1097462,13000,13000,12950.00,36 months,9.91,418.93,B,B1,West Coast Charters,4 years,RENT,38400.00,Not Verified,Sep-11,Fully Paid,n,debt_consolidation,Debt Consolidation,928xx,CA,19.13,0,Oct-03,0,,,4,0,8010,57.20,8,f,0.00,0.00,14858.12,14800.96,13000.00,1858.12,0.00,0.00,0.00,Nov-13,4827.56,,Jan-16,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
881729,1096810,16425,16425,16150.00,36 months,7.90,513.95,A,A4,"University of California, Riverside",10+ years,MORTGAGE,79536.00,Source Verified,Sep-11,Fully Paid,n,debt_consolidation,Debt Consolidation,925xx,CA,20.81,0,Nov-92,0,,,10,0,28933,72.00,27,f,0.00,0.00,18501.25,18191.49,16425.00,2076.25,0.00,0.00,0.00,Oct-14,517.76,,Jan-16,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
882230,1097403,15000,15000,15000.00,36 months,15.96,527.06,C,C5,"DSK,Inc dba McDonalds",10+ years,MORTGAGE,59800.00,Verified,Sep-11,Fully Paid,n,credit_card,Debt Consolidation,973xx,OR,21.35,0,Mar-98,3,,99,8,1,7999,61.10,23,f,0.00,0.00,18448.52,18448.52,15000.00,3448.52,0.00,0.00,0.00,Oct-13,6368.31,,Oct-14,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
882226,1097400,7000,7000,7000.00,36 months,16.29,247.11,D,D1,,3 years,RENT,120000.00,Not Verified,Sep-11,Charged Off,n,small_business,Pay Business Taxes,925xx,CA,2.43,0,Sep-03,0,25,,4,0,7771,89.30,10,f,0.00,0.00,1589.10,1589.10,780.44,453.66,0.00,355.00,63.90,Mar-12,247.11,,Jul-12,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
862181,1075216,6000,6000,6000.00,60 months,18.39,153.64,E,E2,RSUI Group  Inc.,5 years,RENT,60000.00,Source Verified,Aug-11,Current,n,major_purchase,"08/23/11 $6,000",913xx,CA,3.86,0,Nov-98,0,77,,3,0,2986,99.50,12,f,1148.78,1148.78,7988.12,7988.12,4851.22,3136.90,0.00,0.00,0.00,Jan-16,153.64,Feb-16,Jan-16,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
862021,1074944,8800,8800,8800.00,36 months,15.62,307.74,D,D1,cnusd,10+ years,RENT,37824.00,Verified,Aug-11,Fully Paid,n,debt_consolidation,debt consolidation,928xx,CA,19.07,0,Jun-99,0,53,,4,0,3252,48.50,12,f,0.00,0.00,11071.50,11071.50,8800.00,2271.50,0.00,0.00,0.00,Sep-14,328.73,,Sep-14,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
861292,1074178,14000,14000,14000.00,36 months,5.42,422.24,A,A1,Boeing,3 years,RENT,85000.00,Not Verified,Aug-11,Fully Paid,n,credit_card,Loan Consolidation,980xx,WA,10.66,0,Dec-01,0,,,6,0,7745,57.60,23,f,0.00,0.00,14947.68,14947.68,14000.00,947.68,0.00,0.00,0.00,May-13,6932.05,,May-13,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
831318,1040533,30800,20450,20175.00,60 months,10.99,444.54,B,B3,kai fragrance,3 years,RENT,70000.00,Verified,Sep-11,Charged Off,n,credit_card,Road to Freedom,902xx,CA,23.09,0,May-93,0,,,13,0,33558,35.70,33,f,0.00,0.00,2663.34,2627.52,1576.98,1086.36,0.00,0.00,0.00,Mar-12,444.54,,Jan-16,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
861878,1074798,10000,10000,10000.00,36 months,8.49,315.63,A,A5,Arthur Hudson DDS,10+ years,RENT,38400.00,Not Verified,Aug-11,Charged Off,n,debt_consolidation,Debt pay off,910xx,CA,14.19,1,Sep-95,0,23,90,7,1,15721,46.90,14,f,0.00,0.00,8522.01,8522.01,7245.81,1262.70,0.00,13.50,0.00,Dec-13,315.63,,Jan-16,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
860765,1073587,13800,13800,13800.00,36 months,10.99,451.73,B,B3,Pearson Education,4 years,MORTGAGE,75000.00,Not Verified,Aug-11,Fully Paid,n,debt_consolidation,Debt Consolidation,958xx,CA,17.34,0,Nov-91,0,53,,13,0,13086,40.70,27,f,0.00,0.00,16174.06,16174.06,13800.00,2374.06,0.00,0.00,0.00,Mar-14,3092.74,,Jan-16,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
861699,1074665,12000,12000,12000.00,60 months,13.49,276.06,C,C2,Lincoln Financial Corporation,< 1 year,MORTGAGE,95000.00,Source Verified,Sep-11,Fully Paid,n,debt_consolidation,Debt Loan,913xx,CA,9.57,0,May-96,3,,,19,0,8749,50.70,33,f,0.00,0.00,12784.86,12784.86,12000.00,784.86,0.00,0.00,0.00,Mar-12,11408.57,,Mar-12,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
861764,1074680,24000,24000,23975.00,36 months,8.49,757.51,A,A5,ventura county sheriff,10+ years,MORTGAGE,124992.00,Verified,Aug-11,Fully Paid,n,debt_consolidation,Consolidation Loan,934xx,CA,17.76,0,Jun-86,1,,,7,0,19028,72.30,39,f,0.00,0.00,26199.41,26172.14,24000.00,2199.41,0.00,0.00,0.00,Jan-13,14847.80,,May-13,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
861696,1074612,10000,10000,9750.00,36 months,7.49,311.02,A,A4,"Datalabs Inc, C/O Perceptive Informatics",3 years,RENT,50000.00,Source Verified,Aug-11,Fully Paid,n,credit_card,Lower my Interest,926xx,CA,9.91,0,Mar-98,0,,,3,0,6350,25.40,8,f,0.00,0.00,10643.75,10377.65,9999.99,643.76,0.00,0.00,0.00,Sep-12,7228.71,,Sep-12,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
861671,1074586,21000,21000,21000.00,36 months,11.99,697.41,B,B5,Elite Fashion Inc,6 years,RENT,78000.00,Source Verified,Aug-11,Charged Off,n,other,Other Loan,908xx,CA,14.35,0,Feb-01,2,,,11,0,15158,29.70,17,f,0.00,0.00,5286.33,5286.33,2995.11,2291.22,0.00,0.00,0.00,Oct-12,300.70,,Jan-16,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
833775,1043486,14400,14400,14125.00,36 months,8.49,454.51,A,A5,Yahoo,4 years,RENT,85000.00,Verified,Aug-11,Fully Paid,n,debt_consolidation,Card Consolidation,951xx,CA,14.44,0,Sep-00,0,,,8,0,6446,54.60,15,f,0.00,0.00,16358.48,16046.05,14400.00,1958.48,0.00,0.00,0.00,Sep-14,476.73,,Sep-14,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
861308,1074197,6800,6800,6800.00,36 months,10.99,222.60,B,B3,MCC Control Systems,< 1 year,RENT,77500.00,Source Verified,Aug-11,Fully Paid,n,debt_consolidation,Credit Card Consolidation,945xx,CA,7.62,0,Oct-00,0,42,,8,0,14013,68.70,13,f,0.00,0.00,7989.42,7989.42,6800.00,1189.42,0.00,0.00,0.00,May-14,1109.99,,Jul-15,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
857614,1070098,18400,18400,18400.00,36 months,9.99,593.63,B,B1,LA Galaxy,2 years,RENT,50000.00,Source Verified,Sep-11,Fully Paid,n,wedding,Wedding Loan,945xx,CA,16.44,0,Feb-01,0,,,9,0,6973,68.10,14,f,0.00,0.00,21156.75,21156.75,18400.00,2756.75,0.00,0.00,0.00,Jan-14,3650.36,,Jan-16,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
861280,1074166,7000,7000,7000.00,36 months,15.99,246.07,D,D2,Pacific Athletic Club,< 1 year,RENT,60000.00,Not Verified,Aug-11,Fully Paid,n,debt_consolidation,Breathing room,920xx,CA,19.44,0,Feb-01,0,25,,5,0,10183,94.00,12,f,0.00,0.00,8848.75,8848.75,7000.00,1848.75,0.00,0.00,0.00,Sep-14,271.37,,Jul-15,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
861147,1068847,5500,5500,5500.00,60 months,14.79,130.24,C,C4,McFadden Dale Industrial Hardware,3 years,RENT,31550.07,Source Verified,Aug-11,Fully Paid,n,debt_consolidation,Debt Consolidation,925xx,CA,19.82,0,Mar-07,1,,,5,0,1236,33.40,6,f,0.00,0.00,7342.27,7342.27,5500.00,1842.27,0.00,0.00,0.00,Aug-14,2922.51,,Aug-14,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
861078,1073968,4800,4800,4750.00,36 months,14.79,165.91,C,C4,Atomic Sound Post Production Services,1 year,MORTGAGE,52800.00,Verified,Sep-11,Fully Paid,n,home_improvement,New Roof,916xx,CA,3.27,2,Jul-89,1,4,,5,0,7151,61.10,19,f,0.00,0.00,5969.16,5907.01,4800.00,1169.16,0.00,0.00,0.00,Sep-14,175.94,,Jan-16,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
855789,1068127,12000,12000,12000.00,60 months,13.49,276.06,C,C2,Nurse Exchange,5 years,RENT,120000.00,Not Verified,Sep-11,Current,n,small_business,Small Business Loan,912xx,CA,9.36,1,May-95,0,9,,10,0,41032,88.10,29,f,2109.07,2109.07,14340.91,14340.91,9890.93,4449.98,0.00,0.00,0.00,Jan-16,276.06,Feb-16,Jan-16,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
860789,1073663,7000,7000,7000.00,36 months,10.59,227.82,B,B2,Monster Cable Products,10+ years,OWN,75000.00,Source Verified,Aug-11,Fully Paid,n,debt_consolidation,7k Personal Loan,940xx,CA,13.49,0,Feb-95,3,61,,7,0,7713,74.20,15,f,0.00,0.00,8169.18,8169.18,7000.00,1169.18,0.00,0.00,0.00,Apr-14,1349.37,,Jan-16,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
859060,1071736,18000,18000,18000.00,60 months,11.49,395.78,B,B4,"Wells Fargo Bank, N.A",3 years,OWN,45000.00,Verified,Sep-11,Charged Off,n,debt_consolidation,Debt Wrap Up,926xx,CA,21.16,0,Jan-92,1,,,11,0,3664,10.50,17,f,0.00,0.00,19337.54,19337.54,13851.29,5486.25,0.00,0.00,0.00,Oct-15,395.78,,Jan-16,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
858269,1070833,13250,13250,13250.00,60 months,11.99,294.68,B,B5,multnomah Athletic Club,10+ years,MORTGAGE,55000.00,Verified,Sep-11,Current,n,debt_consolidation,making a differnce,970xx,OR,20.62,0,Oct-00,0,30,,12,0,11569,43.50,26,f,2274.60,2274.60,15289.62,15289.62,10975.40,4314.22,0.00,0.00,0.00,Jan-16,294.68,Feb-16,Jan-16,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
860705,1057143,9000,9000,9000.00,36 months,12.99,303.21,C,C1,First Presbyterian Church of Wildomar,6 years,MORTGAGE,57000.00,Not Verified,Aug-11,Fully Paid,n,debt_consolidation,debt consolidation,925xx,CA,15.71,0,Dec-89,3,66,,9,0,10455,56.80,22,f,0.00,0.00,10025.20,10025.20,8999.99,1025.21,0.00,0.00,0.00,Nov-12,293.20,,Jul-15,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
